app i itr dvfs rapl latency joules rx_desc rx_bytes tx_desc tx_bytes instructions ref_cycles num_interrupts
flink 0 1 0x1d00 135 98.46 2598.83 55466 81704550 5295 616601 28362634650.0 33696900697.0 1799
flink 0 1 0x1d00 135 118.31 2577.67 55171 81680276 5235 612560 26857660499.0 31345634956.0 1786
