,i,itr,dvfs,rate,policy,nwindows,pkg_watts_avg,pkg_watts_std,ram_watts_avg,ram_watts_std,SinknumRecordsInPerSecond_avg,SinknumRecordsInPerSecond_std,SinknumRecordsOutPerSecond_avg,SinknumRecordsOutPerSecond_std,SinkbusyTimeMsPerSecond_avg,SinkbusyTimeMsPerSecond_std,SinkbackPressuredTimeMsPerSecond_avg,SinkbackPressuredTimeMsPerSecond_std,SinkbusyTime_%,SinkbackPressuredTime_%,SourcenumRecordsInPerSecond_avg,SourcenumRecordsInPerSecond_std,SourcenumRecordsOutPerSecond_avg,SourcenumRecordsOutPerSecond_std,SourcebusyTimeMsPerSecond_avg,SourcebusyTimeMsPerSecond_std,SourcebackPressuredTimeMsPerSecond_avg,SourcebackPressuredTimeMsPerSecond_std,SourcebusyTime_%,SourcebackPressuredTime_%,WindownumRecordsInPerSecond_avg,WindownumRecordsInPerSecond_std,WindownumRecordsOutPerSecond_avg,WindownumRecordsOutPerSecond_std,WindowbusyTimeMsPerSecond_avg,WindowbusyTimeMsPerSecond_std,WindowbackPressuredTimeMsPerSecond_avg,WindowbackPressuredTimeMsPerSecond_std,WindowbusyTime_%,WindowbackPressuredTime_%,Windowlength
0,0,1,1,100000,ondemand,4,31.93,1.96,13.67,0.33,6052.983680555555,47.338466792782526,0.0,0.0,2.6284722222222223,0.6743540198159184,0.0,0.0,0.26284722222222223,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0333333333333333,25000.0,415.8223548600298,24224.452314814815,229.54270795045986,199.72222222222223,10.228138169940888,0.0,0.0,19.97222222222222,0.0,20
1,0,1,1,100000,ondemand,8,30.88,1.31,13.64,0.21,6088.7894097222215,26.327643862466587,0.0,0.0,6.152777777777778,1.1058282843492486,0.0,0.0,0.6152777777777778,0.0,0.0,0.0,99987.95277777778,67.67186812931249,0.0,0.0,0.0,0.0,0.0,0.0,12501.807986111111,267.1341113336878,12151.235069444443,94.90037586562742,109.32638888888889,8.601303757394064,0.0,0.0,10.932638888888889,0.0,20
2,0,1,1,100000,ondemand,12,30.34,1.02,13.46,0.18,6089.879918981482,12.849559164303008,0.0,0.0,3.21875,0.6343459248710046,0.0,0.0,0.321875,0.0,0.0,0.0,99932.70784313726,59.19480444368268,0.0,0.0,0.0,0.0,0.0,0.0,8329.42353848947,218.96613142450485,8092.083256172839,70.15914560463784,75.50027233115469,7.109800236729034,0.0,0.0,7.550027233115468,0.0,20
3,0,1,1,100000,ondemand,16,30.55,1.11,13.68,0.22,6075.438483796296,47.527400612171945,0.0,0.0,4.638888888888888,0.6429763090880811,0.0,0.0,0.46388888888888885,0.0,0.0,0.0,99952.10462962964,109.5751510542718,0.0,0.0,0.0,0.0,0.0,0.0,6245.275925925926,187.20378056887736,6070.722627314815,49.973385752594886,59.0625,7.02864282419117,0.0,0.0,5.90625,0.0,20
4,0,1,1,200000,ondemand,4,44.08,1.81,15.47,0.3,12119.967939814815,65.78588146297011,0.0,0.0,5.118055555555555,2.5303811141312607,0.0,0.0,0.5118055555555556,0.0,0.0,0.0,200028.675,104.6577370350407,0.0,0.0,25.77777777777778,6.9406656385517405,0.0,2.577777777777778,50011.648842592585,417.20408382888564,48461.02175925925,326.1169707681653,388.68055555555554,11.967365861006254,0.0,0.0,38.86805555555555,0.0,20
5,0,1,1,200000,ondemand,8,43.59,1.71,15.57,0.27,12138.644560185185,63.018689487198,0.0,0.0,9.288194444444443,1.1678088726239193,0.0,0.0,0.9288194444444444,0.0,0.0,0.0,199974.67407407405,96.35615810309804,0.0,0.0,0.7222222222222222,2.9777985073905326,0.0,0.0722222222222222,24999.634143518517,301.791677932481,24228.505208333336,179.6482509969418,223.8125,13.924173561572497,0.0,0.0,22.38125,0.0,20
6,0,1,1,200000,ondemand,12,41.03,1.05,15.13,0.18,12159.73425925926,37.753565782465365,0.0,0.0,4.284722222222222,1.3063023920129881,0.0,0.0,0.42847222222222225,0.0,0.0,0.0,199977.35588235292,36.180222426201794,0.0,0.0,0.0,0.0,0.0,0.0,16665.331785584607,287.62262169084494,16170.970179738564,125.72140365854932,148.94880174291936,8.643369029356538,0.0,0.0,14.894880174291936,0.0,20
7,0,1,1,200000,ondemand,16,41.95,1.15,15.56,0.22,12173.707696759258,56.41358727184248,0.0,0.0,3.6944444444444446,0.8876072832201751,0.0,0.0,0.36944444444444446,0.0,0.0,0.0,199978.06372549015,53.56209371847488,0.0,0.0,0.2941176470588235,1.1764705882352942,0.0,0.0294117647058823,12500.79404616013,274.540276243157,12163.567408769064,71.0194452465534,115.00816993464052,9.499834821732488,0.0,0.0,11.500816993464053,0.0,20
8,0,1,1,300000,ondemand,4,58.62,1.13,17.49,0.23,17739.984396701388,1830.1595958338903,0.0,0.0,14.78515625,2.2267797916188687,0.0,0.0,1.478515625,0.0,0.0,0.0,288326.9461805556,46870.80554040971,0.0,0.0,47.29166666666666,20.842622928881948,0.0,4.729166666666666,72779.88958333334,9485.542679821787,70622.61901041667,9292.902823210983,592.578125,71.46795906262595,0.0,0.0,59.2578125,0.0,20
9,0,1,1,300000,ondemand,8,55.62,1.13,17.41,0.22,18239.73460648148,13.58416491814344,0.0,0.0,5.40625,1.3656463598951023,0.0,0.0,0.540625,0.0,0.0,0.0,299923.937962963,243.76670489168131,0.0,0.0,0.2777777777777778,0.558326423395605,0.0,0.0277777777777777,37489.402083333334,540.0535773598633,36479.46921296296,81.63991302933638,326.94444444444446,16.168178918224132,0.0,0.0,32.69444444444444,0.0,20
10,0,1,1,300000,ondemand,12,54.23,0.94,17.33,0.21,18219.480902777777,41.57050627370363,0.0,0.0,11.95138888888889,1.6536562961140615,0.0,0.0,1.195138888888889,0.0,0.0,0.0,300009.3264705882,163.6184580230573,0.0,0.0,0.0,0.0,0.0,0.0,25007.594630537405,420.8211510908771,24229.92501361656,163.12180482665778,231.59095860566447,12.012264979860964,0.0,0.0,23.159095860566453,0.0,20
11,0,1,1,300000,ondemand,16,53.92,1.11,17.43,0.19,18206.999189814815,100.62923619650073,0.0,0.0,4.506944444444445,0.9142737515837417,0.0,0.0,0.4506944444444444,0.0,0.0,0.0,300010.05000000005,28.833520123563343,0.0,0.0,0.0,0.0,0.0,0.0,18750.958796296294,372.7431223803362,18193.725289351853,113.65010074293205,172.98958333333331,10.463280212555418,0.0,0.0,17.29895833333333,0.0,20
12,0,1,1,400000,ondemand,4,64.12,1.09,18.17,0.14,20865.72233796296,103.1776215751763,0.0,0.0,6.673611111111112,3.4440062291031475,0.0,0.0,0.6673611111111111,0.0,0.0,0.0,345204.2861111111,1176.752305026112,0.0,0.0,83.16666666666667,4.958158260214505,0.0,8.316666666666666,86280.45300925925,800.3517778049422,83469.54768518519,483.4886903036778,721.4722222222222,20.298018422051506,0.0,0.0,72.14722222222223,0.0,20
13,0,1,1,400000,ondemand,8,61.67,1.0,18.42,0.15,21180.415798611113,135.9584443392712,0.0,0.0,13.57638888888889,1.6144512036381151,0.0,0.0,1.3576388888888888,0.0,0.0,0.0,350095.6990740741,2249.0607776555576,0.0,0.0,1.6666666666666667,2.054804667656325,0.0,0.1666666666666666,43754.87777777779,672.0140141800596,42307.25127314815,370.33649103894004,398.0763888888889,14.387265728504413,0.0,0.0,39.80763888888889,0.0,20
14,0,1,1,400000,ondemand,12,61.18,1.02,18.48,0.15,22610.996006944446,241.92214817422155,0.0,0.0,5.715277777777778,1.3089161847092887,0.0,0.0,0.5715277777777779,0.0,0.0,0.0,373400.04607843136,1983.636406539928,0.0,0.0,0.0588235294117647,0.2352941176470588,0.0,0.0058823529411764,31108.576180101674,497.8229771558277,30117.67775508351,351.68613344614965,276.7325708061002,15.96169441191664,0.0,0.0,27.673257080610018,0.0,20
15,0,1,1,400000,ondemand,16,60.89,1.16,18.49,0.17,22077.372569444444,98.81066495622082,0.0,0.0,6.083333333333334,1.095476458798219,0.0,0.0,0.6083333333333333,0.0,0.0,0.0,363213.7083333333,886.4169512819929,0.0,0.0,0.0,0.0,0.0,0.0,22712.122858796298,422.8273829936833,22068.998437500002,109.12631136985323,214.1111111111111,12.448738147046395,0.0,0.0,21.41111111111111,0.0,20
16,0,1,1,500000,ondemand,4,63.78,1.01,18.14,0.14,19850.94380787037,72.22227183083089,0.0,0.0,14.138888888888888,1.2057848353554887,0.0,0.0,1.4138888888888888,0.0,0.0,0.0,326354.8518518518,1070.146442426129,0.0,0.0,84.11111111111111,7.556372504853024,0.0,8.411111111111111,81559.39837962962,859.1745261460667,79403.77523148147,301.20739009102465,703.625,20.09721080515555,0.0,0.0,70.36250000000001,0.0,20
