,sleepdisable,i,itr,dvfs,rate,policy,nmappers,pkg_watts_avg,pkg_watts_std,ram_watts_avg,ram_watts_std,SinknumRecordsInPerSecond_avg,SinknumRecordsInPerSecond_std,SinknumRecordsOutPerSecond_avg,SinknumRecordsOutPerSecond_std,SinkbusyTimeMsPerSecond_avg,SinkbusyTimeMsPerSecond_std,SinkbackPressuredTimeMsPerSecond_avg,SinkbackPressuredTimeMsPerSecond_std,SinkbusyTime_%,SinkbackPressuredTime_%,SourcenumRecordsInPerSecond_avg,SourcenumRecordsInPerSecond_std,SourcenumRecordsOutPerSecond_avg,SourcenumRecordsOutPerSecond_std,SourcebusyTimeMsPerSecond_avg,SourcebusyTimeMsPerSecond_std,SourcebackPressuredTimeMsPerSecond_avg,SourcebackPressuredTimeMsPerSecond_std,SourcebusyTime_%,SourcebackPressuredTime_%,MappernumRecordsInPerSecond_avg,MappernumRecordsInPerSecond_std,MappernumRecordsOutPerSecond_avg,MappernumRecordsOutPerSecond_std,MapperbusyTimeMsPerSecond_avg,MapperbusyTimeMsPerSecond_std,MapperbackPressuredTimeMsPerSecond_avg,MapperbackPressuredTimeMsPerSecond_std,MapperbusyTime_%,MapperbackPressuredTime_%
10,0,0,1,1,200,ondemand,24,38.79,0.51,5.74,0.08,99.96180555555556,0.07896602272743616,0.0,0.0,200.79861111111111,16.63931768587163,0.0,0.0,20.079861111111114,0.0,0.0,0.0,199.9882284858388,0.11506827358448977,0.0,0.0,0.9101307189542484,1.0824591606851848,0.0,0.09101307189542482,66.65293209876545,0.043124075975006844,66.65304783950619,0.044015903573527894,264.7893518518519,10.159200593514013,0.0,0.0,26.47893518518519,0.0
11,0,0,1,1,200,ondemand,32,36.94,0.7,4.97,0.1,100.02829861111111,0.07728202701573428,0.0,0.0,148.04166666666669,5.444354367078317,0.0,0.0,14.804166666666667,0.0,0.0,0.0,200.00451388888888,0.019424119208905938,0.0,0.0,33.658496732026144,16.438501464578934,0.0,3.3658496732026144,50.01724537037037,0.05404985271665861,50.01770833333333,0.05587969132666839,284.23611111111114,11.52702980905111,2.9288194444444446,4.3253865348516545,28.42361111111111,0.29288194444444443
12,0,0,1,1,300,ondemand,4,41.32,2.97,6.51,0.32,86.45491898148147,0.828907182872143,0.0,0.0,149.97916666666666,6.802513664419394,0.0,0.0,14.997916666666667,0.0,0.0,0.0,172.92899645969499,1.633979414442354,0.0,0.0,785.8946078431372,10.440301247629957,0.0,78.58946078431373,345.84097222222226,3.2991527116988584,345.8398148148149,3.3012304673553703,922.5277777777778,48.0330108873692,0.0,0.0,92.2527777777778,0.0
13,0,0,1,1,300,ondemand,8,54.77,0.74,7.99,0.1,149.7938078703704,0.21735498227210784,0.0,0.0,241.3784722222222,5.586604535390855,0.0,0.0,24.13784722222222,0.0,0.0,0.0,299.57951388888887,0.48446788340604324,0.0,0.0,455.18096405228755,26.74804659681312,0.0,45.51809640522876,299.57939814814813,0.4995770257503213,299.5789351851852,0.498535017355476,771.4236111111111,26.55519788375543,0.0,0.0,77.14236111111111,0.0
14,0,0,1,1,300,ondemand,12,50.97,0.87,6.96,0.14,149.99930555555557,0.0028632677955692503,0.0,0.0,230.7986111111111,6.383115314915731,0.0,0.0,23.07986111111111,0.0,0.0,0.0,300.0,0.0,0.0,0.0,161.2062908496732,18.294643176375278,0.0,16.12062908496732,200.0,0.0,200.0,0.0,568.0462962962963,15.457351990488789,0.0,0.0,56.80462962962962,0.0
15,0,0,1,1,300,ondemand,16,50.27,1.79,7.28,0.25,150.06452546296296,0.1710858181055424,0.0,0.0,224.61111111111111,4.729322393436025,0.0,0.0,22.461111111111112,0.0,0.0,0.0,300.09722222222223,0.20709471800444618,0.0,0.0,277.7904411764706,27.637215266950662,0.0,27.77904411764706,150.0959490740741,0.1883458165622539,150.09675925925927,0.18875340806910362,564.8020833333334,50.917025524061,2.8194444444444446,2.2427465578330734,56.48020833333334,0.28194444444444444
16,0,0,1,1,300,ondemand,24,51.56,0.46,6.77,0.07,150.00422453703703,0.08673865161795846,0.0,0.0,209.29166666666669,5.4909494549757705,0.0,0.0,20.929166666666667,0.0,0.0,0.0,300.0,0.0,0.0,0.0,190.84967320261438,7.446765172304568,0.0,19.084967320261438,99.99830246913581,0.01449026329718478,99.9983024691358,0.015113763466735127,485.3842592592593,14.070629285163582,0.5694444444444443,0.9374839604290065,48.538425925925935,0.05694444444444439
17,0,0,1,1,300,ondemand,32,55.48,0.7,8.17,0.07,149.94131944444445,0.08696594804081195,0.0,0.0,225.73263888888889,5.505235778019421,0.0,0.0,22.57326388888889,0.0,0.0,0.0,299.98807870370365,0.06632881349145736,0.0,0.0,0.5367647058823529,0.5187664159312775,0.0,0.053676470588235284,74.99739583333334,0.03383331424933915,74.9967013888889,0.03354983617493384,331.99131944444446,11.945132116515584,0.0,0.0,33.199131944444446,0.0
18,0,0,1,1,400,ondemand,4,41.19,3.22,-539.63,5957.61,88.03790509259258,1.2741226388165363,0.0,0.0,151.54166666666669,7.784125174705981,0.0,0.0,15.154166666666669,0.0,0.0,0.0,176.06156045751635,2.4840452442177736,0.0,0.0,781.3472222222222,10.739480550550828,0.0,78.13472222222222,352.1020833333334,5.033411782276793,352.10231481481486,5.0320116297488795,923.3055555555555,36.62388327832024,0.0,0.0,92.33055555555555,0.0
19,0,0,1,1,400,ondemand,8,63.45,1.02,8.93,0.08,193.55329861111113,0.8994661149137143,0.0,0.0,276.19444444444446,7.529697942734515,0.0,0.0,27.61944444444444,0.0,0.0,0.0,386.7881195533769,3.605757321069869,0.0,0.0,581.1213235294118,15.019276849162782,0.0,58.112132352941174,386.73657407407404,3.6126775734749623,386.73576388888887,3.615190939611801,999.5416666666665,0.8069259029146859,0.0,0.0,99.95416666666668,0.0
20,0,0,1,1,400,ondemand,12,63.87,1.22,8.4,0.25,200.0078125,0.08073943152848354,0.0,0.0,291.66319444444446,5.133395239229932,0.0,0.0,29.166319444444444,0.0,0.0,0.0,399.9715550108932,0.12351557608586307,0.0,0.0,301.50040849673206,16.64535891601546,0.0,30.150040849673204,266.6547839506173,0.08285005219998855,266.65347222222226,0.0823450143889741,734.8842592592592,18.461391205454003,0.0,0.0,73.48842592592594,0.0
21,0,0,1,1,400,ondemand,16,63.51,5.8,8.52,0.59,200.0486111111111,0.1706518087958091,0.0,0.0,286.6736111111111,5.120922721311506,0.0,0.0,28.66736111111111,0.0,0.0,0.0,400.0628880718955,0.2820572569111671,0.0,0.0,300.6143790849673,10.26569992150901,0.0,30.061437908496732,200.06932870370372,0.16876737995754237,200.06903935185187,0.16967395062578128,705.4652777777778,21.151928142278802,4.256944444444445,2.5438326847219535,70.54652777777778,0.4256944444444445
22,0,0,1,1,400,ondemand,24,64.16,1.47,8.61,0.17,200.0029513888889,0.08834200593454937,0.0,0.0,346.71875,18.156612836677525,0.0,0.0,34.671875,0.0,0.0,0.0,400.0181712962963,0.25018629219645794,0.0,0.0,298.2357026143791,11.68794839087764,0.0,29.823570261437908,133.34737654320986,0.14288178691444606,133.3471064814815,0.1432380677183648,658.9791666666666,17.405807012401343,0.8842592592592592,1.5178247540596868,65.89791666666667,0.0884259259259259
23,0,0,1,1,400,ondemand,32,66.98,1.49,9.04,0.16,199.91822916666666,0.09511393159953625,0.0,0.0,293.1736111111111,6.020739315008862,0.0,0.0,29.31736111111111,0.0,0.0,0.0,399.9657679738562,0.17232768923498654,0.0,0.0,76.2892156862745,13.252077535660499,0.0,7.628921568627451,99.98807870370369,0.03413431546264362,99.98833912037037,0.034656732158637314,544.0225694444443,26.96552764875998,8.598958333333332,7.243279541533629,54.402256944444446,0.8598958333333333
